tester,environment,pedigree,pheno,predicted.value,S2.weight
PHZ51,DEH1_2021,W10004_0231/PHZ51,PH,243.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0236/PHZ51,PH,228.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0242/PHZ51,PH,247.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0253/PHZ51,PH,257.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0254/PHZ51,PH,223.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0256/PHZ51,PH,228.478182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0258/PHZ51,PH,265.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0261/PHZ51,PH,258.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0262/PHZ51,PH,241.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0264/PHZ51,PH,242.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0268/PHZ51,PH,269.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0270/PHZ51,PH,236.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0271/PHZ51,PH,283.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0276/PHZ51,PH,236.978182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0290/PHZ51,PH,246.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0291/PHZ51,PH,243.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0292/PHZ51,PH,225.978182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0299/PHZ51,PH,252.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0306/PHZ51,PH,251.978182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0308/PHZ51,PH,266.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0309/PHZ51,PH,233.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0310/PHZ51,PH,238.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0311/PHZ51,PH,220.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0327/PHZ51,PH,268.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0329/PHZ51,PH,230.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0336/PHZ51,PH,258.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0344/PHZ51,PH,241.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0346/PHZ51,PH,246.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0361/PHZ51,PH,254.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0380/PHZ51,PH,254.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0381/PHZ51,PH,261.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0389/PHZ51,PH,220.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0393/PHZ51,PH,232.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0394/PHZ51,PH,221.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0395/PHZ51,PH,260.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0396/PHZ51,PH,245.478182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0403/PHZ51,PH,232.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0409/PHZ51,PH,236.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0410/PHZ51,PH,245.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0412/PHZ51,PH,259.978182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0417/PHZ51,PH,237.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0419/PHZ51,PH,266.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0424/PHZ51,PH,241.978182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0427/PHZ51,PH,254.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0430/PHZ51,PH,266.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0467/PHZ51,PH,243.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0474/PHZ51,PH,255.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0476/PHZ51,PH,258.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0498/PHZ51,PH,262.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0505/PHZ51,PH,243.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0601/PHZ51,PH,244.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0602/PHZ51,PH,241.478182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0608/PHZ51,PH,233.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0612/PHZ51,PH,247.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0614/PHZ51,PH,269.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0616/PHZ51,PH,243.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0618/PHZ51,PH,256.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0619/PHZ51,PH,257.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0620/PHZ51,PH,254.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0622/PHZ51,PH,276.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0624/PHZ51,PH,239.478182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0625/PHZ51,PH,267.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0626/PHZ51,PH,251.478182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0628/PHZ51,PH,263.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0631/PHZ51,PH,259.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0632/PHZ51,PH,250.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0636/PHZ51,PH,252.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0637/PHZ51,PH,247.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0639/PHZ51,PH,284.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0644/PHZ51,PH,257.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0645/PHZ51,PH,273.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0646/PHZ51,PH,226.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0649/PHZ51,PH,228.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0650/PHZ51,PH,282.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0651/PHZ51,PH,248.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0654/PHZ51,PH,260.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0658/PHZ51,PH,263.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0659/PHZ51,PH,267.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0661/PHZ51,PH,233.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0664/PHZ51,PH,229.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0669/PHZ51,PH,258.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0672/PHZ51,PH,236.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0674/PHZ51,PH,235.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0675/PHZ51,PH,255.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0678/PHZ51,PH,237.478182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0680/PHZ51,PH,240.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0682/PHZ51,PH,228.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0684/PHZ51,PH,249.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0685/PHZ51,PH,245.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0687/PHZ51,PH,252.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0688/PHZ51,PH,238.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0689/PHZ51,PH,257.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0691/PHZ51,PH,200.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0695/PHZ51,PH,280.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0696/PHZ51,PH,256.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0697/PHZ51,PH,258.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0701/PHZ51,PH,248.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0702/PHZ51,PH,251.478182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0703/PHZ51,PH,249.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0704/PHZ51,PH,263.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0705/PHZ51,PH,229.978182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0707/PHZ51,PH,233.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0711/PHZ51,PH,231.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0712/PHZ51,PH,262.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0713/PHZ51,PH,230.978182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0714/PHZ51,PH,259.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0717/PHZ51,PH,270.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0723/PHZ51,PH,251.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0729/PHZ51,PH,275.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0732/PHZ51,PH,261.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0733/PHZ51,PH,263.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0734/PHZ51,PH,250.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0736/PHZ51,PH,245.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0741/PHZ51,PH,219.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0745/PHZ51,PH,253.978182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0746/PHZ51,PH,253.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0747/PHZ51,PH,264.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0751/PHZ51,PH,275.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0754/PHZ51,PH,215.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0756/PHZ51,PH,273.87288537967,0.325785380233847
PHZ51,DEH1_2021,W10004_0757/PHZ51,PH,259.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0760/PHZ51,PH,245.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0768/PHZ51,PH,246.978182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0771/PHZ51,PH,242.478182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0773/PHZ51,PH,230.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0774/PHZ51,PH,255.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0775/PHZ51,PH,252.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0776/PHZ51,PH,266.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0781/PHZ51,PH,274.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0782/PHZ51,PH,247.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0783/PHZ51,PH,247.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0784/PHZ51,PH,255.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0787/PHZ51,PH,261.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0794/PHZ51,PH,259.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0795/PHZ51,PH,237.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0798/PHZ51,PH,241.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0800/PHZ51,PH,243.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0801/PHZ51,PH,243.978182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0802/PHZ51,PH,264.978182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0803/PHZ51,PH,258.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0806/PHZ51,PH,255.978182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0807/PHZ51,PH,250.978182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0812/PHZ51,PH,253.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0818/PHZ51,PH,266.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0819/PHZ51,PH,253.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0820/PHZ51,PH,240.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0822/PHZ51,PH,231.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0823/PHZ51,PH,248.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0826/PHZ51,PH,247.978182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0827/PHZ51,PH,242.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0828/PHZ51,PH,255.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0830/PHZ51,PH,228.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0832/PHZ51,PH,202.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0836/PHZ51,PH,257.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0837/PHZ51,PH,265.978182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0840/PHZ51,PH,225.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0842/PHZ51,PH,250.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0843/PHZ51,PH,234.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0844/PHZ51,PH,242.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0847/PHZ51,PH,232.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0848/PHZ51,PH,276.978182921253,0.388091442432746
PHZ51,DEH1_2021,W10004_0851/PHZ51,PH,251.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0852/PHZ51,PH,242.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0856/PHZ51,PH,236.346615435115,0.429261283955948
PHZ51,DEH1_2021,W10004_0858/PHZ51,PH,255.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0859/PHZ51,PH,253.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0866/PHZ51,PH,267.083480462837,0.325800817364593
PHZ51,DEH1_2021,W10004_0868/PHZ51,PH,248.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0869/PHZ51,PH,229.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0876/PHZ51,PH,249.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0877/PHZ51,PH,253.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0879/PHZ51,PH,214.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0884/PHZ51,PH,229.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0885/PHZ51,PH,248.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0886/PHZ51,PH,242.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0888/PHZ51,PH,253.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0889/PHZ51,PH,248.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0891/PHZ51,PH,241.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0892/PHZ51,PH,257.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0894/PHZ51,PH,238.978182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0896/PHZ51,PH,250.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0900/PHZ51,PH,283.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0901/PHZ51,PH,234.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0907/PHZ51,PH,245.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0913/PHZ51,PH,263.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0914/PHZ51,PH,261.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0916/PHZ51,PH,259.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0918/PHZ51,PH,252.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0922/PHZ51,PH,262.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0930/PHZ51,PH,234.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0932/PHZ51,PH,254.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0935/PHZ51,PH,282.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0940/PHZ51,PH,273.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0943/PHZ51,PH,286.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0949/PHZ51,PH,259.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0950/PHZ51,PH,245.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0951/PHZ51,PH,252.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0953/PHZ51,PH,240.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0955/PHZ51,PH,240.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0963/PHZ51,PH,272.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0964/PHZ51,PH,231.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0966/PHZ51,PH,251.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0969/PHZ51,PH,235.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0970/PHZ51,PH,252.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0971/PHZ51,PH,229.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0974/PHZ51,PH,234.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0975/PHZ51,PH,254.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_0981/PHZ51,PH,253.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0988/PHZ51,PH,252.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0991/PHZ51,PH,258.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_0996/PHZ51,PH,271.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_0997/PHZ51,PH,230.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_1000/PHZ51,PH,263.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_1001/PHZ51,PH,241.083480462838,0.325800817364593
PHZ51,DEH1_2021,W10004_1002/PHZ51,PH,238.478182921254,0.388091442432746
PHZ51,DEH1_2021,W10004_1004/PHZ51,PH,236.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_1007/PHZ51,PH,248.87288537967,0.325785380233846
PHZ51,DEH1_2021,W10004_1011/PHZ51,PH,250.478182921254,0.388091442432746
